%
%
% Run:00    Table:BUOYS             SWAN version:41.20
%
%       Time               Xp            Yp            Depth       X-Windv       Y-Windv         Hsig          Dir           RTpeak        Period        Tm01          Tm02          PkDir
%       [ ]                [degr]        [degr]        [m]           [m/s]         [m/s]         [m]           [degr]        [sec]         [sec]         [sec]         [sec]         [degr]
%
20120830.200000          -96.695       26.9660       85.1907       -0.2388        4.0631       0.32013        93.354        7.6584        2.6128        2.6128        2.0183       115.000
20120830.200000          -94.413       29.2320       15.3785        1.1135        5.8423       0.47950       209.177        3.5727        2.5165        2.5165        2.1278       235.000
20120830.200000          -84.517       28.5000       51.6082       -3.4861        3.0021       1.59287       240.625        9.2666        6.9057        6.9057        5.9307       265.000
20120830.200000          -88.207       29.2120      293.3774       -2.2930        8.0297       2.02345       192.509        7.6584        6.0595        6.0595        5.3160       235.000
20120830.200000          -94.000       22.2030     3498.4778       -5.9890        5.2627       1.24384        74.511        8.4242        4.1368        4.1368        3.3708         5.000
20120830.200000          -84.857       19.8020     4540.7300       -7.4815        1.7963       1.68669        93.557        9.2666        5.4121        5.4121        4.3418       325.000
20120830.210000          -89.658       25.8880     3176.6836       -3.0626        7.9101       1.70744       231.348        8.4242        5.3761        5.3761        4.5192       315.000
20120830.210000          -93.666       25.7900     3211.0347       -2.5776        6.5301       1.10645       116.402        6.9621        4.1117        4.1117        3.3755       355.000
20120830.210000          -85.612       26.0440     3278.5854       -4.7750        4.6380       1.63779       241.184        9.2666        5.5697        5.5697        4.4830       295.000
20120830.210000          -87.555       30.0650       24.8846       -2.6351        6.1099       1.56031       178.704        7.6584        5.6359        5.6359        4.7969       185.000
20120830.210000          -96.695       26.9660       85.1907       -0.1123        4.2350       0.33491       111.735        7.6584        2.5349        2.5349        1.9888       115.000
20120830.210000          -94.413       29.2320       15.3785        0.8590        6.2250       0.51308       198.279        3.2479        2.5359        2.5359        2.1477       195.000
20120830.210000          -84.517       28.5000       51.6082       -3.4622        2.9655       1.55604       240.809        9.2666        6.9232        6.9232        5.9955       265.000
20120830.210000          -88.207       29.2120      293.3774       -2.2686        8.0749       1.92950       191.599        7.6584        5.9029        5.9029        5.1286       235.000
20120830.210000          -94.000       22.2030     3498.4778       -5.9559        5.6932       1.27539        82.966        8.4242        4.1454        4.1454        3.4110         5.000
20120830.210000          -84.857       19.8020     4540.7300       -7.4707        1.8095       1.67668        94.915        9.2666        5.3728        5.3728        4.3160       325.000
20120830.220000          -89.658       25.8880     3176.6836       -3.1341        8.1099       1.68266       213.727        8.4242        5.2881        5.2881        4.4558       315.000
20120830.220000          -93.666       25.7900     3211.0347       -2.5299        6.5589       1.09905       128.245        6.9621        4.0677        4.0677        3.3484       355.000
20120830.220000          -85.612       26.0440     3278.5854       -4.8141        4.5975       1.60710       240.541        9.2666        5.5111        5.5111        4.4240       295.000
20120830.220000          -87.555       30.0650       24.8846       -2.5652        6.1031       1.49561       178.614        7.6584        5.5299        5.5299        4.6860       185.000
20120830.220000          -96.695       26.9660       85.1907        0.0142        4.4070       0.34911       124.304        7.6584        2.5260        2.5260        2.0053       115.000
20120830.220000          -94.413       29.2320       15.3785        0.6044        6.6078       0.55625       190.596        3.2479        2.6251        2.6251        2.2274       175.000
20120830.220000          -84.517       28.5000       51.6082       -3.4383        2.9289       1.51973       240.917        9.2666        6.9175        6.9175        6.0157       265.000
20120830.220000          -88.207       29.2120      293.3774       -2.2443        8.1201       1.84788       190.515        7.6584        5.7450        5.7450        4.9578       235.000
20120830.220000          -94.000       22.2030     3498.4778       -5.9228        6.1237       1.30558        89.884        4.7552        4.1769        4.1769        3.4682         5.000
20120830.220000          -84.857       19.8020     4540.7300       -7.4599        1.8226       1.66672        96.212        9.2666        5.3374        5.3374        4.2918       325.000
20120830.230000          -89.658       25.8880     3176.6836       -3.2054        8.3096       1.66782       195.783        8.4242        5.1824        5.1824        4.3658       315.000
20120830.230000          -93.666       25.7900     3211.0347       -2.4823        6.5875       1.08789       133.578        6.9621        4.0376        4.0376        3.3388       355.000
20120830.230000          -85.612       26.0440     3278.5854       -4.8533        4.5571       1.57565       239.962        9.2666        5.4669        5.4669        4.3819       295.000
20120830.230000          -87.555       30.0650       24.8846       -2.4952        6.0961       1.43620       178.568        7.6584        5.4265        5.4265        4.5785       175.000
20120830.230000          -96.695       26.9660       85.1907        0.1408        4.5789       0.36879       133.845        7.6584        2.5232        2.5232        2.0236       145.000
20120830.230000          -94.413       29.2320       15.3785        0.3498        6.9905       0.60909       184.419        3.5727        2.7484        2.7484        2.3303       165.000
20120830.230000          -84.517       28.5000       51.6082       -3.4143        2.8922       1.48405       240.936        9.2666        6.8881        6.8881        5.9896       265.000
